sl_no,gender,age,address,Medu,Fedu,Mjob,Fjob,famsup,paid,activities,internet,ssc_p,ssc_b,hsc_p,hsc_b,hsc_s,degree_p,degree_t,workex,etest_p,specialisation,mba_p,status,salary
13958,F,21,R,3,4,other,services,no,no,yes,no,85.0,State,62.0,Private,Arts,51.0,Comm&Mgmt,Yes,60.0,Mkt&Fin,71,Not Placed,
13959,F,19,U,3,2,health,at_home,yes,no,no,no,65.0,Private,74.0,Private,Arts,65.0,Sci&Tech,Yes,63.0,Mkt&Fin,62,Placed,283641.0
13960,F,22,R,1,4,at_home,at_home,no,no,yes,no,51.0,Private,60.0,Private,Commerce,82.0,Comm&Mgmt,Yes,58.0,Mkt&Fin,94,Placed,473357.0
13961,F,20,U,4,3,health,teacher,yes,no,yes,yes,84.0,Private,51.0,Private,Commerce,70.0,Comm&Mgmt,Yes,94.0,Mkt&HR,81,Placed,441323.0
13962,M,18,U,3,4,teacher,other,no,yes,no,yes,63.0,Central,69.0,Private,Commerce,73.0,Sci&Tech,Yes,75.0,Mkt&Fin,94,Placed,466012.0
13963,F,18,R,3,4,health,other,yes,no,yes,no,76.0,State,70.0,State,Commerce,70.0,Sci&Tech,No,73.0,Mkt&Fin,51,Placed,315780.0
13964,M,21,R,2,2,at_home,at_home,yes,no,no,no,70.0,Central,88.0,Private,Science,82.0,Comm&Mgmt,No,83.0,Mkt&Fin,58,Placed,465257.0
13965,F,20,U,4,1,health,services,no,no,no,yes,67.0,Central,76.0,Private,Arts,70.0,Sci&Tech,Yes,89.0,Mkt&Fin,58,Placed,420834.0
13966,F,19,U,2,4,teacher,health,no,no,yes,no,88.0,Central,83.0,Central,Arts,57.0,Comm&Mgmt,Yes,93.0,Mkt&HR,90,Placed,463445.0
13967,F,23,R,3,1,health,teacher,yes,yes,yes,no,94.0,State,87.0,State,Science,66.0,Comm&Mgmt,Yes,83.0,Mkt&Fin,92,Placed,492797.0
13968,M,23,R,2,2,services,teacher,yes,yes,yes,no,80.0,State,63.0,Central,Commerce,81.0,Sci&Tech,No,72.0,Mkt&HR,73,Placed,410214.0
13969,F,18,U,1,2,services,services,no,yes,no,no,52.0,Central,89.0,State,Commerce,75.0,Sci&Tech,No,65.0,Mkt&HR,80,Not Placed,
13970,M,21,U,3,3,teacher,teacher,no,yes,yes,yes,50.0,Private,67.0,Central,Commerce,61.0,Sci&Tech,No,53.0,Mkt&HR,79,Not Placed,
13971,F,19,U,3,4,teacher,teacher,yes,no,yes,yes,62.0,State,83.0,Central,Commerce,63.0,Sci&Tech,Yes,61.0,Mkt&HR,69,Not Placed,
13972,M,20,U,1,1,teacher,at_home,no,yes,yes,no,77.0,Private,54.0,State,Arts,87.0,Comm&Mgmt,Yes,66.0,Mkt&Fin,68,Placed,450109.0
13973,M,23,R,1,3,at_home,teacher,no,no,yes,no,88.0,State,80.0,Central,Arts,68.0,Comm&Mgmt,Yes,77.0,Mkt&Fin,79,Placed,433413.0
13974,M,19,R,1,3,health,services,no,no,no,yes,61.0,Central,54.0,Private,Science,52.0,Comm&Mgmt,No,75.0,Mkt&HR,55,Not Placed,
13975,M,22,U,1,3,at_home,health,yes,yes,no,no,82.0,Private,83.0,State,Commerce,77.0,Comm&Mgmt,No,52.0,Mkt&HR,62,Placed,297191.0
13976,M,20,R,2,1,health,at_home,yes,yes,no,no,74.0,Private,65.0,Central,Science,57.0,Sci&Tech,No,62.0,Mkt&Fin,66,Not Placed,
13977,F,23,U,3,3,health,teacher,no,no,no,yes,94.0,Central,50.0,State,Commerce,62.0,Sci&Tech,Yes,91.0,Mkt&Fin,78,Placed,467745.0
13978,F,20,R,3,2,teacher,health,no,yes,no,yes,66.0,State,63.0,State,Arts,56.0,Sci&Tech,No,79.0,Mkt&HR,50,Not Placed,
13979,F,22,R,3,1,teacher,services,no,no,no,yes,73.0,Private,77.0,Central,Science,67.0,Comm&Mgmt,Yes,73.0,Mkt&HR,95,Placed,403044.0
13980,F,20,R,2,4,other,services,yes,no,yes,yes,74.0,Central,50.0,Private,Science,80.0,Sci&Tech,No,55.0,Mkt&HR,89,Placed,402355.0
13981,M,20,U,1,1,health,services,yes,no,no,yes,61.0,Private,88.0,State,Science,82.0,Sci&Tech,No,56.0,Mkt&Fin,86,Placed,415294.0
13982,M,18,R,4,4,teacher,teacher,no,no,no,yes,64.0,Central,70.0,Private,Science,91.0,Sci&Tech,No,88.0,Mkt&HR,64,Placed,479565.0
13983,F,20,U,4,2,services,at_home,yes,yes,no,yes,61.0,State,55.0,Private,Arts,79.0,Sci&Tech,Yes,51.0,Mkt&Fin,71,Placed,380428.0
13984,M,19,U,4,2,other,other,no,no,no,yes,63.0,Central,70.0,Central,Arts,86.0,Sci&Tech,No,52.0,Mkt&Fin,75,Placed,442187.0
13985,M,20,U,4,3,other,health,yes,no,no,yes,81.0,State,93.0,Central,Science,79.0,Comm&Mgmt,No,61.0,Mkt&HR,53,Placed,324030.0
13986,F,20,R,2,3,services,services,yes,yes,yes,yes,74.0,State,95.0,Central,Commerce,77.0,Sci&Tech,Yes,71.0,Mkt&Fin,84,Placed,484343.0
13987,F,18,U,2,2,health,services,no,yes,no,no,76.0,Central,94.0,Central,Arts,78.0,Comm&Mgmt,Yes,69.0,Mkt&Fin,51,Placed,404509.0
13988,M,19,U,4,3,services,services,yes,no,yes,no,95.0,Central,61.0,Private,Commerce,90.0,Comm&Mgmt,Yes,59.0,Mkt&Fin,60,Placed,426383.0
13989,F,23,U,2,1,at_home,health,no,yes,yes,no,69.0,Private,88.0,Central,Science,90.0,Sci&Tech,No,76.0,Mkt&Fin,81,Placed,515525.0
13990,F,20,U,3,2,health,at_home,no,yes,yes,no,74.0,State,81.0,State,Arts,62.0,Sci&Tech,Yes,88.0,Mkt&HR,82,Placed,448329.0
13991,F,19,R,4,1,health,teacher,yes,yes,no,no,77.0,Private,90.0,Private,Arts,94.0,Comm&Mgmt,No,90.0,Mkt&HR,94,Placed,550000.0
13992,M,20,U,3,2,services,health,yes,no,yes,no,64.0,State,62.0,Private,Arts,90.0,Comm&Mgmt,Yes,58.0,Mkt&Fin,91,Placed,494353.0
13993,F,23,U,4,3,other,at_home,yes,no,no,yes,69.0,Private,50.0,State,Commerce,84.0,Comm&Mgmt,No,62.0,Mkt&HR,70,Placed,404285.0
13994,M,21,R,4,2,at_home,other,yes,no,yes,yes,55.0,State,79.0,State,Arts,95.0,Sci&Tech,Yes,74.0,Mkt&HR,90,Placed,550000.0
13995,F,19,R,3,4,services,at_home,no,no,no,no,66.0,Central,94.0,Private,Arts,65.0,Comm&Mgmt,Yes,75.0,Mkt&Fin,56,Not Placed,
13996,M,21,U,4,1,at_home,other,no,yes,yes,yes,65.0,State,81.0,Central,Commerce,68.0,Comm&Mgmt,Yes,67.0,Mkt&HR,51,Not Placed,
13997,F,22,U,3,4,services,other,yes,yes,yes,yes,60.0,Private,92.0,State,Commerce,72.0,Sci&Tech,No,68.0,Mkt&HR,60,Not Placed,
13998,M,20,U,2,1,services,teacher,yes,yes,yes,yes,73.0,Central,68.0,Central,Arts,65.0,Comm&Mgmt,No,67.0,Mkt&Fin,54,Not Placed,
13999,M,23,R,2,2,other,teacher,yes,yes,yes,yes,86.0,Private,89.0,Private,Commerce,86.0,Sci&Tech,No,53.0,Mkt&Fin,74,Placed,408976.0
14000,F,18,U,1,1,health,services,yes,no,no,yes,65.0,State,55.0,Central,Commerce,58.0,Sci&Tech,Yes,67.0,Mkt&Fin,86,Placed,360522.0
14001,M,18,R,4,1,other,at_home,no,yes,no,no,95.0,Private,53.0,Central,Commerce,80.0,Comm&Mgmt,No,59.0,Mkt&HR,85,Placed,385058.0
14002,M,20,R,2,2,at_home,at_home,no,no,no,no,91.0,State,88.0,Private,Commerce,75.0,Sci&Tech,Yes,89.0,Mkt&HR,76,Placed,530189.0
14003,F,20,R,2,1,health,other,no,yes,yes,no,80.0,State,73.0,State,Commerce,80.0,Comm&Mgmt,No,82.0,Mkt&HR,82,Placed,503130.0
14004,M,19,U,4,2,teacher,health,yes,yes,no,no,85.0,Central,81.0,Central,Commerce,52.0,Comm&Mgmt,No,91.0,Mkt&HR,71,Placed,330547.0
14005,M,22,U,2,3,services,other,no,yes,yes,yes,62.0,Central,86.0,Central,Science,60.0,Sci&Tech,No,63.0,Mkt&HR,94,Placed,345387.0
14006,F,23,U,4,4,other,health,yes,no,yes,yes,87.0,State,67.0,State,Commerce,85.0,Sci&Tech,No,61.0,Mkt&HR,53,Placed,351527.0
14007,F,22,R,2,3,other,teacher,no,yes,no,yes,60.0,Private,70.0,State,Commerce,76.0,Comm&Mgmt,No,86.0,Mkt&Fin,83,Placed,500027.0
14008,M,21,R,4,1,health,services,yes,no,yes,no,73.0,State,57.0,Central,Arts,63.0,Sci&Tech,No,88.0,Mkt&HR,71,Not Placed,
14009,F,23,U,1,2,other,health,no,yes,yes,no,68.0,Central,95.0,Central,Commerce,64.0,Comm&Mgmt,No,50.0,Mkt&HR,58,Not Placed,
14010,M,18,R,1,1,health,at_home,yes,yes,yes,no,61.0,Central,59.0,Private,Arts,70.0,Comm&Mgmt,Yes,79.0,Mkt&Fin,85,Placed,404878.0
14011,M,18,R,2,3,teacher,teacher,yes,yes,no,yes,80.0,Central,73.0,State,Science,88.0,Comm&Mgmt,No,61.0,Mkt&HR,93,Placed,475950.0
14012,F,18,R,4,3,health,at_home,yes,no,yes,no,72.0,State,79.0,Central,Arts,94.0,Comm&Mgmt,No,73.0,Mkt&HR,87,Placed,495755.0
14013,M,22,U,3,1,at_home,health,yes,no,no,no,57.0,State,74.0,Central,Arts,69.0,Comm&Mgmt,Yes,66.0,Mkt&Fin,81,Placed,434592.0
14014,M,20,U,3,3,services,services,no,no,no,yes,72.0,Private,57.0,State,Commerce,82.0,Comm&Mgmt,Yes,57.0,Mkt&HR,92,Placed,469421.0
14015,M,19,R,4,1,at_home,other,yes,no,no,yes,68.0,State,86.0,Private,Commerce,62.0,Sci&Tech,Yes,52.0,Mkt&HR,78,Not Placed,
14016,F,18,U,1,2,health,teacher,no,yes,no,no,58.0,State,75.0,State,Commerce,82.0,Comm&Mgmt,Yes,63.0,Mkt&Fin,79,Placed,464244.0
14017,M,20,U,4,4,teacher,services,no,yes,yes,yes,82.0,Private,74.0,Private,Commerce,71.0,Sci&Tech,Yes,66.0,Mkt&Fin,95,Placed,420707.0
14018,F,20,R,4,4,other,other,no,yes,yes,no,86.0,Private,85.0,State,Commerce,89.0,Sci&Tech,No,80.0,Mkt&Fin,93,Placed,550000.0
14019,F,19,R,1,3,teacher,at_home,yes,yes,no,yes,69.0,Private,54.0,Central,Science,71.0,Comm&Mgmt,No,54.0,Mkt&Fin,81,Not Placed,
14020,F,23,U,1,2,other,teacher,yes,no,no,yes,92.0,State,51.0,Private,Science,92.0,Comm&Mgmt,Yes,79.0,Mkt&Fin,50,Placed,488359.0
14021,M,22,U,4,4,teacher,services,no,no,yes,no,68.0,Private,51.0,Central,Arts,91.0,Comm&Mgmt,No,65.0,Mkt&HR,61,Placed,408047.0
14022,F,22,R,2,1,health,teacher,no,no,yes,no,78.0,Private,83.0,Private,Science,91.0,Comm&Mgmt,Yes,93.0,Mkt&Fin,71,Placed,550000.0
14023,M,19,U,2,3,health,other,yes,yes,no,yes,77.0,Central,72.0,Private,Arts,94.0,Sci&Tech,No,78.0,Mkt&HR,53,Placed,428333.0
14024,M,21,R,3,4,teacher,other,no,yes,no,yes,57.0,Private,65.0,State,Science,65.0,Sci&Tech,Yes,86.0,Mkt&HR,73,Placed,406028.0
14025,M,23,R,1,3,at_home,health,no,no,yes,no,54.0,Central,87.0,Private,Science,89.0,Comm&Mgmt,No,65.0,Mkt&HR,94,Placed,507668.0
14026,F,20,R,2,2,teacher,at_home,no,no,yes,no,60.0,Central,93.0,Private,Science,51.0,Comm&Mgmt,Yes,58.0,Mkt&HR,89,Not Placed,
14027,F,23,R,1,4,other,at_home,no,yes,no,no,66.0,Private,82.0,Private,Commerce,83.0,Sci&Tech,Yes,70.0,Mkt&HR,77,Placed,444225.0
14028,M,18,U,3,1,teacher,at_home,yes,no,yes,no,92.0,Private,78.0,Central,Commerce,82.0,Comm&Mgmt,No,82.0,Mkt&HR,61,Placed,423746.0
14029,M,19,R,2,2,health,health,no,yes,yes,no,56.0,Private,89.0,Central,Commerce,53.0,Sci&Tech,Yes,92.0,Mkt&HR,95,Placed,480186.0
14030,F,18,U,1,1,health,other,yes,no,no,yes,52.0,Private,84.0,Central,Commerce,92.0,Sci&Tech,Yes,92.0,Mkt&HR,68,Placed,550000.0
14031,M,22,U,1,3,services,at_home,yes,no,yes,no,63.0,Central,77.0,State,Commerce,87.0,Comm&Mgmt,Yes,81.0,Mkt&Fin,89,Placed,550000.0
14032,M,18,R,4,2,teacher,at_home,yes,yes,yes,no,81.0,Central,67.0,Private,Arts,59.0,Comm&Mgmt,No,80.0,Mkt&HR,83,Placed,388963.0
14033,F,23,R,1,1,services,health,yes,no,no,yes,77.0,Central,70.0,State,Arts,80.0,Sci&Tech,Yes,95.0,Mkt&Fin,58,Placed,521892.0
14034,F,18,U,3,3,teacher,at_home,yes,yes,no,yes,87.0,Central,55.0,Private,Science,58.0,Comm&Mgmt,No,74.0,Mkt&HR,92,Placed,357007.0
14035,M,21,U,1,1,teacher,health,no,no,no,yes,82.0,State,58.0,Central,Science,85.0,Comm&Mgmt,No,81.0,Mkt&Fin,83,Placed,523490.0
14036,M,18,U,1,3,services,health,yes,no,no,no,85.0,State,90.0,Private,Science,64.0,Sci&Tech,Yes,85.0,Mkt&Fin,66,Placed,352565.0
14037,F,18,U,1,4,health,health,no,yes,no,no,77.0,Private,62.0,Private,Science,85.0,Comm&Mgmt,No,95.0,Mkt&HR,61,Placed,484389.0
14038,M,18,R,1,4,health,other,no,yes,yes,no,86.0,State,94.0,Private,Arts,51.0,Comm&Mgmt,Yes,95.0,Mkt&HR,69,Placed,367240.0
14039,M,23,R,1,2,services,other,no,no,no,yes,82.0,State,73.0,Central,Science,73.0,Sci&Tech,Yes,53.0,Mkt&Fin,57,Not Placed,
14040,F,21,R,1,3,at_home,other,no,yes,yes,yes,90.0,Central,75.0,State,Commerce,95.0,Sci&Tech,No,75.0,Mkt&HR,51,Placed,452933.0
14041,M,19,U,4,2,teacher,health,no,yes,yes,no,70.0,State,83.0,State,Science,77.0,Sci&Tech,Yes,76.0,Mkt&Fin,95,Placed,526550.0
14042,M,18,R,4,3,teacher,other,yes,yes,no,no,52.0,Central,86.0,State,Commerce,50.0,Sci&Tech,Yes,72.0,Mkt&Fin,90,Not Placed,
14043,F,23,R,1,1,services,other,yes,no,no,yes,88.0,Private,77.0,Central,Science,68.0,Comm&Mgmt,Yes,79.0,Mkt&HR,89,Placed,452204.0
14044,M,22,R,3,1,other,health,yes,yes,yes,yes,67.0,Private,59.0,Private,Commerce,60.0,Sci&Tech,Yes,53.0,Mkt&Fin,55,Not Placed,
14045,F,19,U,3,2,health,teacher,yes,yes,yes,no,54.0,Central,88.0,Central,Commerce,76.0,Sci&Tech,Yes,89.0,Mkt&HR,78,Placed,546202.0
14046,M,22,R,3,3,other,services,no,no,yes,no,82.0,State,85.0,Private,Science,53.0,Sci&Tech,Yes,68.0,Mkt&HR,78,Not Placed,
14047,F,18,U,4,3,health,teacher,yes,no,yes,no,90.0,Central,69.0,Private,Science,87.0,Comm&Mgmt,No,95.0,Mkt&Fin,81,Placed,550000.0
14048,M,22,R,3,3,health,health,no,yes,no,no,72.0,Private,57.0,Private,Science,90.0,Sci&Tech,No,55.0,Mkt&Fin,71,Placed,415569.0
14049,F,21,U,1,1,health,teacher,yes,yes,yes,no,85.0,Private,68.0,Central,Arts,66.0,Comm&Mgmt,No,93.0,Mkt&Fin,62,Placed,390890.0
14050,M,21,U,4,3,services,services,yes,yes,no,yes,86.0,State,81.0,Private,Commerce,92.0,Sci&Tech,No,84.0,Mkt&HR,85,Placed,550000.0
14051,M,22,R,2,3,teacher,at_home,yes,yes,yes,no,58.0,State,75.0,State,Arts,71.0,Comm&Mgmt,No,66.0,Mkt&HR,52,Not Placed,
14052,F,20,U,3,1,other,teacher,no,yes,no,no,86.0,Private,56.0,Private,Arts,89.0,Sci&Tech,No,69.0,Mkt&Fin,70,Placed,439037.0
14053,F,21,R,3,1,other,health,no,yes,no,yes,69.0,Private,74.0,Private,Commerce,95.0,Comm&Mgmt,No,91.0,Mkt&Fin,63,Placed,550000.0
14054,F,19,U,4,3,services,teacher,yes,yes,yes,no,64.0,Central,81.0,State,Science,58.0,Sci&Tech,No,91.0,Mkt&HR,91,Placed,425923.0
14055,F,23,R,1,3,other,at_home,yes,yes,yes,yes,85.0,Central,87.0,Private,Commerce,71.0,Comm&Mgmt,Yes,57.0,Mkt&Fin,80,Placed,358485.0
14056,M,20,R,2,4,other,at_home,yes,yes,yes,yes,71.0,Private,66.0,Central,Arts,81.0,Sci&Tech,Yes,89.0,Mkt&Fin,59,Placed,511709.0
14057,F,20,R,1,4,services,health,no,yes,no,no,61.0,Central,79.0,Central,Science,75.0,Sci&Tech,No,71.0,Mkt&Fin,67,Placed,348386.0
14058,F,21,R,3,2,other,services,no,yes,yes,no,51.0,Private,72.0,State,Science,94.0,Sci&Tech,Yes,77.0,Mkt&Fin,81,Placed,550000.0
14059,M,19,U,2,3,health,services,yes,no,yes,no,64.0,Private,76.0,Private,Science,52.0,Comm&Mgmt,Yes,76.0,Mkt&Fin,53,Not Placed,
14060,M,23,U,1,1,health,teacher,yes,no,no,no,73.0,Private,79.0,State,Commerce,57.0,Comm&Mgmt,No,61.0,Mkt&Fin,79,Not Placed,
14061,M,18,R,1,1,services,other,no,no,no,no,85.0,Central,91.0,State,Science,68.0,Sci&Tech,No,74.0,Mkt&HR,90,Placed,355033.0
14062,M,18,U,2,2,health,teacher,yes,yes,yes,yes,84.0,Central,59.0,State,Commerce,91.0,Sci&Tech,Yes,86.0,Mkt&Fin,76,Placed,550000.0
14063,M,19,R,2,2,teacher,other,yes,yes,yes,yes,54.0,Private,68.0,Central,Commerce,90.0,Comm&Mgmt,Yes,84.0,Mkt&Fin,54,Placed,515235.0
14064,M,23,R,2,1,teacher,services,no,no,no,no,60.0,State,61.0,State,Science,54.0,Sci&Tech,No,87.0,Mkt&Fin,76,Not Placed,
14065,F,21,U,1,4,services,teacher,no,no,yes,no,57.0,Private,72.0,Private,Commerce,91.0,Sci&Tech,Yes,83.0,Mkt&Fin,64,Placed,548011.0
14066,M,19,R,4,4,health,other,yes,yes,yes,no,68.0,Private,88.0,State,Commerce,59.0,Sci&Tech,No,78.0,Mkt&HR,65,Not Placed,
14067,M,22,R,1,1,services,teacher,no,no,yes,no,71.0,Central,86.0,State,Arts,56.0,Comm&Mgmt,Yes,71.0,Mkt&HR,71,Not Placed,
14068,F,21,U,3,2,health,at_home,no,yes,yes,yes,71.0,Central,62.0,Private,Arts,71.0,Comm&Mgmt,No,73.0,Mkt&Fin,71,Placed,353854.0
14069,F,20,R,4,3,other,other,no,yes,yes,yes,71.0,Private,51.0,Central,Arts,87.0,Comm&Mgmt,No,82.0,Mkt&Fin,59,Placed,435098.0
14070,F,18,U,4,4,services,health,yes,yes,yes,no,52.0,State,86.0,Central,Science,74.0,Comm&Mgmt,No,77.0,Mkt&HR,90,Placed,431674.0
14071,F,21,R,4,3,other,services,yes,no,yes,no,72.0,State,53.0,State,Commerce,89.0,Sci&Tech,Yes,88.0,Mkt&Fin,71,Placed,550000.0
14072,F,21,U,4,1,at_home,health,no,no,no,no,65.0,Private,62.0,Private,Arts,90.0,Sci&Tech,No,84.0,Mkt&HR,70,Placed,525734.0
14073,M,18,R,2,4,health,services,no,no,yes,yes,85.0,State,83.0,State,Commerce,57.0,Sci&Tech,No,94.0,Mkt&Fin,61,Placed,324185.0
14074,M,23,R,3,2,teacher,teacher,no,no,no,no,88.0,State,90.0,State,Science,91.0,Sci&Tech,Yes,92.0,Mkt&Fin,92,Placed,550000.0
14075,F,23,R,1,1,other,teacher,no,no,yes,no,75.0,Private,56.0,Central,Arts,56.0,Sci&Tech,Yes,80.0,Mkt&Fin,51,Not Placed,
14076,M,23,R,2,2,teacher,other,no,yes,no,yes,63.0,Private,58.0,Private,Arts,88.0,Sci&Tech,Yes,85.0,Mkt&HR,92,Placed,550000.0
14077,F,22,U,2,4,other,at_home,no,no,yes,yes,68.0,Private,52.0,Private,Arts,87.0,Comm&Mgmt,Yes,78.0,Mkt&HR,71,Placed,513065.0
14078,F,18,U,3,1,services,teacher,no,no,no,no,71.0,Central,88.0,Private,Commerce,76.0,Sci&Tech,Yes,64.0,Mkt&HR,82,Placed,407940.0
14079,F,18,R,3,4,health,services,yes,yes,yes,no,66.0,Private,51.0,Private,Science,74.0,Comm&Mgmt,No,62.0,Mkt&HR,54,Not Placed,
14080,M,20,U,4,3,services,at_home,no,no,yes,yes,72.0,State,93.0,Central,Science,68.0,Comm&Mgmt,Yes,67.0,Mkt&Fin,86,Placed,412664.0
14081,M,20,U,4,1,at_home,other,no,yes,yes,yes,66.0,Private,51.0,State,Science,85.0,Comm&Mgmt,No,75.0,Mkt&HR,78,Placed,456675.0
14082,M,22,R,3,1,teacher,other,no,no,no,no,79.0,Central,79.0,Central,Science,94.0,Sci&Tech,No,53.0,Mkt&Fin,87,Placed,515170.0
14083,M,18,R,3,3,other,health,no,yes,yes,no,87.0,Private,60.0,Central,Arts,85.0,Sci&Tech,No,58.0,Mkt&HR,74,Placed,389940.0
14084,M,22,R,2,3,teacher,health,no,no,no,yes,51.0,Central,51.0,Private,Commerce,69.0,Comm&Mgmt,No,94.0,Mkt&Fin,71,Placed,443957.0
14085,F,21,R,4,4,other,at_home,no,no,no,no,56.0,State,94.0,Central,Commerce,63.0,Sci&Tech,No,62.0,Mkt&HR,70,Not Placed,
14086,F,18,R,3,2,teacher,other,yes,yes,no,yes,77.0,Central,71.0,State,Science,54.0,Comm&Mgmt,No,91.0,Mkt&Fin,90,Placed,370659.0
14087,M,20,R,3,2,services,at_home,no,no,no,yes,77.0,Private,75.0,Central,Arts,80.0,Comm&Mgmt,No,59.0,Mkt&Fin,85,Placed,418778.0
14088,F,18,R,4,1,other,teacher,yes,no,yes,yes,70.0,State,83.0,Central,Arts,71.0,Sci&Tech,No,77.0,Mkt&Fin,87,Not Placed,
14089,M,20,R,1,1,health,health,yes,no,yes,no,66.0,State,78.0,Central,Science,88.0,Comm&Mgmt,No,79.0,Mkt&Fin,70,Placed,494210.0
14090,F,18,R,2,1,other,services,yes,yes,no,yes,66.0,Central,55.0,State,Arts,74.0,Comm&Mgmt,Yes,88.0,Mkt&HR,87,Placed,497035.0
14091,F,19,U,1,3,other,teacher,yes,yes,no,no,87.0,State,90.0,State,Science,73.0,Sci&Tech,Yes,72.0,Mkt&HR,87,Placed,436907.0
14092,F,18,R,4,2,health,other,yes,yes,no,yes,73.0,Private,82.0,Private,Arts,91.0,Comm&Mgmt,No,78.0,Mkt&HR,54,Placed,441913.0
14093,F,18,U,4,2,other,other,yes,yes,yes,no,58.0,Private,63.0,Central,Science,60.0,Comm&Mgmt,Yes,89.0,Mkt&HR,64,Placed,362476.0
14094,M,22,U,2,1,at_home,at_home,yes,yes,yes,no,78.0,Private,56.0,Central,Science,63.0,Comm&Mgmt,No,72.0,Mkt&HR,80,Not Placed,
14095,M,22,U,2,1,other,at_home,no,no,no,yes,84.0,Central,50.0,Private,Commerce,72.0,Comm&Mgmt,Yes,66.0,Mkt&Fin,69,Not Placed,
14096,F,20,U,4,3,at_home,teacher,yes,yes,no,yes,74.0,State,94.0,Central,Commerce,55.0,Comm&Mgmt,No,79.0,Mkt&HR,65,Not Placed,
14097,F,18,R,2,4,health,at_home,no,no,yes,yes,67.0,State,83.0,Central,Commerce,93.0,Sci&Tech,No,72.0,Mkt&Fin,87,Placed,532457.0
14098,M,20,R,1,1,health,health,no,yes,yes,yes,80.0,Private,93.0,Private,Science,86.0,Sci&Tech,Yes,89.0,Mkt&HR,81,Placed,550000.0
14099,M,18,U,4,2,services,services,yes,yes,no,no,86.0,Private,77.0,Central,Science,50.0,Comm&Mgmt,No,55.0,Mkt&Fin,91,Placed,293549.0
14100,F,23,R,3,1,services,other,yes,yes,yes,no,94.0,Central,69.0,Central,Commerce,82.0,Sci&Tech,No,64.0,Mkt&HR,72,Placed,373546.0
14101,M,19,R,1,3,services,health,yes,no,yes,yes,77.0,State,74.0,Private,Arts,56.0,Sci&Tech,No,82.0,Mkt&HR,64,Placed,277604.0
14102,F,18,U,3,1,health,teacher,yes,no,yes,no,86.0,Central,54.0,Private,Commerce,51.0,Comm&Mgmt,No,86.0,Mkt&Fin,93,Placed,416605.0
14103,M,21,U,4,1,at_home,health,no,yes,yes,yes,90.0,Private,55.0,Central,Arts,74.0,Comm&Mgmt,Yes,78.0,Mkt&HR,66,Placed,415050.0
14104,F,22,U,2,4,other,health,no,no,no,yes,68.0,Private,68.0,State,Science,71.0,Comm&Mgmt,Yes,77.0,Mkt&HR,87,Placed,448124.0
14105,F,22,U,2,3,at_home,services,yes,yes,no,yes,63.0,Central,83.0,State,Science,51.0,Sci&Tech,Yes,74.0,Mkt&Fin,83,Not Placed,
14106,M,20,U,3,4,health,at_home,no,no,no,yes,93.0,State,59.0,Central,Arts,62.0,Comm&Mgmt,Yes,84.0,Mkt&HR,65,Placed,355248.0
14107,M,18,U,4,2,health,services,no,yes,no,yes,79.0,Central,70.0,Central,Commerce,87.0,Comm&Mgmt,Yes,86.0,Mkt&Fin,59,Placed,531459.0
14108,M,22,R,4,1,teacher,other,yes,yes,no,yes,88.0,Central,91.0,Central,Science,65.0,Sci&Tech,No,74.0,Mkt&Fin,58,Placed,318283.0
14109,M,20,R,3,3,teacher,health,yes,no,no,no,52.0,Central,59.0,Central,Commerce,79.0,Comm&Mgmt,No,75.0,Mkt&Fin,72,Placed,462595.0
14110,F,21,R,3,1,at_home,services,no,no,yes,yes,78.0,Private,64.0,Central,Science,68.0,Sci&Tech,Yes,71.0,Mkt&Fin,87,Not Placed,
14111,M,19,R,4,1,health,services,no,no,no,no,88.0,Central,89.0,State,Science,60.0,Sci&Tech,Yes,81.0,Mkt&Fin,78,Placed,365780.0
14112,F,23,R,2,2,at_home,teacher,no,no,yes,yes,54.0,Central,72.0,Central,Arts,78.0,Comm&Mgmt,Yes,57.0,Mkt&Fin,86,Placed,463881.0
14113,M,22,R,3,1,at_home,other,yes,no,yes,no,50.0,Private,50.0,State,Arts,91.0,Comm&Mgmt,No,68.0,Mkt&HR,67,Placed,447362.0
14114,F,20,U,2,2,health,other,yes,no,yes,yes,53.0,Private,72.0,State,Science,83.0,Sci&Tech,No,95.0,Mkt&HR,91,Placed,550000.0
14115,M,18,R,2,4,other,other,no,yes,yes,no,61.0,Private,62.0,Private,Science,92.0,Comm&Mgmt,No,64.0,Mkt&HR,64,Placed,387890.0
14116,M,18,R,3,2,health,services,yes,no,no,no,93.0,State,58.0,Private,Commerce,91.0,Sci&Tech,No,79.0,Mkt&Fin,67,Placed,510290.0
14117,M,21,R,2,1,health,at_home,no,yes,yes,no,65.0,Private,57.0,State,Science,59.0,Sci&Tech,No,56.0,Mkt&HR,80,Not Placed,
14118,F,20,R,3,4,at_home,health,no,yes,no,yes,63.0,Private,82.0,State,Science,94.0,Sci&Tech,No,75.0,Mkt&HR,57,Placed,426313.0
14119,F,23,U,1,2,health,at_home,yes,yes,yes,yes,56.0,State,71.0,Central,Commerce,63.0,Sci&Tech,No,89.0,Mkt&HR,82,Placed,417358.0
14120,M,19,R,4,2,teacher,services,no,no,no,yes,71.0,Central,63.0,Central,Commerce,56.0,Comm&Mgmt,No,67.0,Mkt&HR,71,Not Placed,
